,Open,High,Low,Close,Volume
2024-03-19,42.2500,42.2900,41.4400,42.0500,34672950
2024-03-18,43.0900,43.3800,42.5950,42.7100,27668282
2024-03-15,42.4500,43.1500,42.3500,42.6400,66952857
2024-03-14,43.2300,43.3500,42.5100,42.7500,37326875
2024-03-13,44.5100,44.9800,43.2000,43.2300,52970316
2024-03-12,45.0600,45.2650,44.4600,45.2400,31527907
2024-03-11,43.8700,44.9300,43.6600,44.8600,34729394
2024-03-08,46.4400,46.6277,44.0000,44.0000,54916599
2024-03-07,45.5500,46.4199,45.1800,46.1500,50378153
2024-03-06,43.9300,45.5050,43.5550,44.5100,52652045
2024-03-05,44.5600,44.8675,42.6900,43.1600,56655135
2024-03-04,44.2700,46.6100,43.8500,45.6100,59990811
2024-03-01,43.4100,44.2698,43.1300,43.8200,41426072
2024-02-29,42.3700,43.1500,42.3551,43.0500,48875120
2024-02-28,42.4400,42.4500,41.9100,41.9900,26928470
2024-02-27,43.2500,43.2650,42.5100,42.7300,25126372
2024-02-26,43.5000,43.6800,42.8200,42.9900,27035379
2024-02-23,43.1250,43.5100,42.6600,42.9900,33810714
2024-02-22,44.6800,44.6800,42.5300,42.9800,62809318
2024-02-21,44.4800,44.6900,43.0800,43.4700,57714970
2024-02-20,44.2600,45.1700,43.4200,44.5200,61514136
2024-02-16,44.0300,44.2199,43.1200,43.5100,29975301
2024-02-15,44.7550,45.2700,44.0200,44.0500,44024507
2024-02-14,43.8200,44.2900,43.3900,44.1900,36186233
2024-02-13,43.0000,43.6300,42.7600,43.1600,36622233
2024-02-12,43.3900,45.0400,43.3200,44.0300,51107349
2024-02-09,42.5500,43.5200,42.3950,43.3100,51192958
2024-02-08,42.7200,42.9700,42.3300,42.5000,33206470
2024-02-07,42.8900,43.0950,42.5500,42.7800,34269246
2024-02-06,42.7000,42.7800,42.1400,42.7400,34068216
